customer_key,score_date,personalized_deadline,personalized_window_days,estimated_margin_next_180d,contact_eligible,churn_probability,value_at_risk,risk_rank,value_at_risk_rank
f74f16e1ca949c766483a649,2026-06-30,2026-07-01,71.0,99.8608695652174,True,0.7020271556494305,70.10504222154836,58.0,200.0
d68e6de44ffdb231aeeb73be,2026-06-30,2026-07-06,19.0,159.4548387096774,True,0.43893410765235114,69.99016733988182,439.0,201.0
429db908926146677f722766,2026-06-30,2026-07-12,23.0,212.26666666666665,True,0.3264311879855303,69.29046016972856,711.0,202.0
82e62b8cdf39da8db0d1043b,2026-06-30,2026-07-25,50.0,218.019512195122,True,0.31751783136443834,69.22508270732786,740.0,203.0
25959a5d8220bd9a9ffb00f5,2026-06-30,2026-07-04,17.0,154.5310344827586,True,0.4474982796565011,69.15237208457391,417.0,204.0
edeecc8ac9589323979c6ece,2026-06-30,2026-07-07,32.0,127.575,True,0.5418213561106927,69.12285950582162,264.0,205.0
63b3906e889506b2e22aa891,2026-06-30,2026-07-16,37.0,169.13823529411764,True,0.40752600170094005,68.92822876416459,511.0,206.0
d332668d49e740d02d8fea3f,2026-06-30,2026-07-06,12.0,365.73781512605046,True,0.1884456168025452,68.92168815944383,1004.0,207.0
a02cbdffb0e29679aa49b52b,2026-06-30,2026-07-08,17.0,224.7878787878788,True,0.30659037145556595,68.9177992562845,761.0,208.0
cca2e13c940faad6947877de,2026-06-30,2026-07-06,43.0,112.29850746268657,True,0.6125865057436404,68.79255028679329,151.0,209.0
da37f723909d7d8bb024dcb1,2026-06-30,2026-07-13,44.0,155.66594594594596,True,0.44186802526333985,68.78380413588495,431.0,210.0
2158b19b90001032266f2696,2026-06-30,2026-07-11,36.0,172.8,True,0.3952730922142886,68.30319033462906,538.0,211.0
caabced6e6accd9da3279321,2026-06-30,2026-07-15,35.0,137.46375,True,0.4956735685118986,68.1371475035275,338.0,212.0
d8af733e495fa80458fd9590,2026-06-30,2026-07-11,24.0,178.92000000000002,True,0.3774273993240489,67.52931028705883,589.0,213.0
e65d5ce54bd4972a5e5de521,2026-06-30,2026-07-12,45.0,133.9457142857143,True,0.5031471513314749,67.3944045759168,323.0,214.0
cbb9bc420e78748353be2b0f,2026-06-30,2026-07-06,20.0,155.6727272727273,True,0.43241866835477183,67.3157934264283,450.0,215.0
8e3a0c7a863bb46eb002f188,2026-06-30,2026-07-02,37.0,103.44375000000001,True,0.6483779531987526,67.07064689620347,100.0,216.0
bfe91737bc015ead9341811a,2026-06-30,2026-07-08,37.0,112.18029850746268,True,0.596848416776488,66.95463355769293,173.0,217.0
b8941b4c9b7773d3d5232653,2026-06-30,2026-07-06,12.0,306.67499999999995,True,0.21797706668655362,66.84811692609883,952.0,218.0
e65215bf1d4c33cebd012326,2026-06-30,2026-07-07,19.0,217.0741935483871,True,0.30793262306452074,66.8442258189703,759.0,219.0
78495d681eadf5e31a5f72f3,2026-06-30,2026-07-03,43.0,99.18,True,0.6736189379545392,66.8095262663312,87.0,220.0
481aad9fdce3149e4a1c3de0,2026-06-30,2026-07-10,28.0,96.07058823529411,True,0.6946764852423049,66.73797857045483,69.0,221.0
ef7f02d63b734a8c1c4e38eb,2026-06-30,2026-07-12,42.0,119.73913043478262,True,0.5565370316950202,66.63926022991677,226.0,222.0
58386f9132ad568df9981854,2026-06-30,2026-07-04,15.0,159.33120000000005,True,0.4174436374509906,66.5117956874313,484.0,223.0
4c3a834dfbae6fe55b5f1f06,2026-06-30,2026-07-06,18.0,145.3790322580645,True,0.45560718151324353,66.23573113821969,404.0,224.0
741bd06d230cf4a8374e2731,2026-06-30,2026-07-05,34.0,118.53620689655172,True,0.5583746180106823,66.18760924629727,225.0,225.0
4f6cff5c505a8edfcb998628,2026-06-30,2026-07-05,17.0,140.1857142857143,True,0.46521243672815704,65.21613773733436,385.0,226.0
740fe427d2b016b8f6c45e77,2026-06-30,2026-07-12,42.0,137.31882352941176,True,0.4734148943225637,65.00877632967524,375.0,227.0
f5222b71e551fde6312c150f,2026-06-30,2026-07-03,22.0,108.52857142857144,True,0.5983085452425813,64.93357168868414,169.0,228.0
b381c1785c3666bc3075d490,2026-06-30,2026-07-21,50.0,209.75,True,0.30800700701513734,64.60446972142506,758.0,229.0
3d89e9007f62366c283cc37f,2026-06-30,2026-07-11,27.0,191.48048780487804,True,0.3351486884852927,64.17443435832897,690.0,230.0
9df4ae5b2658ea45068431c1,2026-06-30,2026-07-14,33.0,148.0777777777778,True,0.4316955835358031,63.92452268646277,452.0,231.0
6b7739365817d54971601c84,2026-06-30,2026-07-13,50.0,128.39673913043478,True,0.49593785493419895,63.67680338489375,337.0,232.0
1f033e4b3840d8e9622887a7,2026-06-30,2026-07-12,23.0,235.1052631578947,True,0.2693357453928077,63.32225129840378,859.0,233.0
ff1de927439d99d2be134fb5,2026-06-30,2026-07-14,36.0,155.62,True,0.40540334310984916,63.08886825475473,517.0,234.0
2f146285611977b7e9addcf8,2026-06-30,2026-07-05,28.0,96.91550151975684,True,0.6505810757195409,63.051391232622215,96.0,235.0
191ed7488359ae7dfaa09873,2026-06-30,2026-07-06,15.0,125.50408163265305,True,0.4982734592093768,62.53535289999805,329.0,236.0
67400652b9b4840c40349eb8,2026-06-30,2026-07-05,40.0,105.87374999999997,True,0.5863411366817616,62.078134919760636,188.0,237.0
a05079b1841d23c6e955bafa,2026-06-30,2026-07-15,41.0,157.41633802816904,True,0.3935657761581135,61.953683256024306,543.0,238.0
3f2e7c69a5f6dd3d5a0525ef,2026-06-30,2026-07-26,55.0,176.064,True,0.35157942395379244,61.900479699000506,642.0,239.0
8d7f8e3edccdd51a392b962c,2026-06-30,2026-07-04,21.0,100.15135135135134,True,0.6177994783621328,61.87345262212754,144.0,240.0
9bf6f9831d9b1babbcbb6390,2026-06-30,2026-07-13,29.0,125.93076923076924,True,0.48792214147179774,61.4444106002677,350.0,241.0
59f9242a53526bdc1f2b3a70,2026-06-30,2026-07-09,42.0,103.0290410958904,True,0.5961846521493922,61.424333027038855,175.0,242.0
f6951894de55815a46218b8f,2026-06-30,2026-08-06,89.0,111.88235294117646,True,0.5487161453761514,61.391653441496466,245.0,243.0
16b293aee1315e6f780138b8,2026-06-30,2026-07-16,42.0,186.67938461538463,True,0.32553977675259055,60.7715651920033,713.0,244.0
a428edd2716c0094a53131e8,2026-06-30,2026-07-25,62.0,156.3181818181818,True,0.3857809281546267,60.30457326926187,560.0,245.0
9c2c6687c6f78dad386adf87,2026-06-30,2026-07-11,45.0,122.80609756097562,True,0.49022601073728944,60.20274330153145,345.0,246.0
4d64bc23990458538e0e8474,2026-06-30,2026-07-15,29.0,260.05,True,0.23046316708398093,59.93194660018924,929.0,247.0
21ba9017383edd4aa9044a6c,2026-06-30,2026-07-11,28.0,148.87499999999997,True,0.402019011180678,59.85058028952343,524.0,248.0
17d1d6ce26cc655131990b24,2026-06-30,2026-07-13,74.0,98.79344262295082,True,0.6046807657246622,59.73849453382139,161.0,249.0
fae9a0e6ea1522e90c568d33,2026-06-30,2026-07-06,15.0,165.95604395604394,True,0.35915747155938665,59.604353137251174,629.0,250.0
f936e9a5a36743a349f21213,2026-06-30,2026-07-12,32.0,138.81974025974026,True,0.42897404096047753,59.550064944304665,458.0,251.0
6ce3ae79167e5f9fd4410069,2026-06-30,2026-07-12,45.0,137.2263157894737,True,0.43339361287988076,59.47300878219543,447.0,252.0
00a8a6f30d958e6d4dd99052,2026-06-30,2026-07-08,39.0,85.32794117647059,True,0.6962682370293448,59.411135172284816,67.0,253.0
c4d45a15014c1fffe9061cc2,2026-06-30,2026-07-09,59.0,137.556,True,0.429559064248913,59.08842664182348,457.0,254.0
de38b30f53731a54c138a5d4,2026-06-30,2026-07-09,29.0,138.18542274052479,True,0.4274890479962379,59.07275481430462,461.0,255.0
d9cdb0eeb8d8c1a398c0d3a7,2026-06-30,2026-07-07,39.0,113.9690322580645,True,0.5175073701768205,58.97981416546818,294.0,256.0
003605351d5ab5d703a4b804,2026-06-30,2026-07-09,17.0,268.98214285714283,True,0.21909130247299924,58.93164802054977,949.0,257.0
52df8965fe4aa300eb8906bb,2026-06-30,2026-07-10,61.0,96.36666666666666,True,0.6105383959680463,58.83555009145405,152.0,258.0
9d477443f7e4deef3f605749,2026-06-30,2026-07-05,22.0,131.42117647058822,True,0.44703135928635523,58.74938715665902,419.0,259.0
3d433d5cc0d4cb424babea09,2026-06-30,2026-07-12,63.0,98.61621621621622,True,0.5955881951912668,58.734654232807955,177.0,260.0
cde496f34ecbf3992f4e4154,2026-06-30,2026-07-18,51.0,90.11739130434783,True,0.649749995615821,58.553774604909236,98.0,261.0
6ee9fb6bb75fccef7cc79af2,2026-06-30,2026-07-04,39.0,89.19000000000001,True,0.6540261930784973,58.33259616067118,94.0,262.0
6c74f63dba12d2379570693a,2026-06-30,2026-07-14,29.0,152.42399999999998,True,0.38173142338104016,58.18503047743166,573.0,263.0
41d74be36874355c34661776,2026-06-30,2026-07-10,40.0,107.12465753424657,True,0.5405960447042274,57.911166153308606,268.0,264.0
806d1b2f67909e7755f37edd,2026-06-30,2026-07-06,48.0,116.92317073170733,True,0.49475443086083537,57.848256789810144,339.0,265.0
bd4e95190ec6d8cc675a05be,2026-06-30,2026-07-17,33.0,170.30689655172412,True,0.33959560044024845,57.83547279359803,676.0,266.0
05364a0e8a8fef21fa98b87d,2026-06-30,2026-07-07,15.0,124.55999999999999,True,0.46367852677602267,57.75579729522138,390.0,267.0
65dfbaff584f9a3e1e4f376c,2026-06-30,2026-07-07,45.0,89.53578947368419,True,0.6437992181719541,57.643071261566554,107.0,268.0
b5eb21a540f079b35b2dba8c,2026-06-30,2026-07-15,32.0,240.544537815126,True,0.23951906335961495,57.61500239375046,912.0,269.0
a0e6e3d2b912ff76371fc5d4,2026-06-30,2026-07-12,30.0,121.35,True,0.47182209927284113,57.25561174675927,378.0,270.0
dcde825604196307a5827b11,2026-06-30,2026-07-05,40.0,72.83000000000001,True,0.785858231784604,57.23405502087272,14.0,271.0
5e23cbe3226a4cbccdab48db,2026-06-30,2026-07-11,41.0,126.52173913043478,True,0.4497317722429213,56.900845966387,411.0,272.0
822b0c675a6c59ddb703078d,2026-06-30,2026-07-05,35.0,87.85142857142857,True,0.6432252344688091,56.508255741276976,109.0,273.0
a1525bf47cf0028b6d128edd,2026-06-30,2026-07-14,37.0,97.89942857142859,True,0.5767074960528075,56.459334316429256,204.0,274.0
6df87108bec0247e80dd1e29,2026-06-30,2026-07-09,36.0,97.00615384615385,True,0.5779430323730171,56.06403071268958,201.0,275.0
4ed27f1b722b325034238558,2026-06-30,2026-07-01,40.0,99.19687499999999,True,0.5650419414692378,56.050394837681296,217.0,276.0
1d2451ea98c7d880fbfb4fb1,2026-06-30,2026-07-06,38.0,90.07714285714286,True,0.6202243358736067,55.86803610596343,142.0,277.0
865e92e0b00cb6fb10dfc92b,2026-06-30,2026-08-16,94.0,98.48098159509203,True,0.5663459348577904,55.774303587185244,216.0,278.0
024fe8b034849a18dc13abe4,2026-06-30,2026-07-10,46.0,130.7605970149254,True,0.42346975244315427,55.37315764722951,471.0,279.0
66ff73492e26c9d3360d49cb,2026-06-30,2026-07-05,26.0,109.71029900332226,True,0.5022666357809402,55.103822790919715,325.0,280.0
6b99367bdae155146a345d73,2026-06-30,2026-07-08,20.0,143.05090909090907,True,0.3849731018838994,55.07075220003897,567.0,281.0
b1f76aba03be696d2a848a6c,2026-06-30,2026-07-10,45.0,136.24714285714288,True,0.4028336964851763,54.88494019268675,520.0,282.0
e5f2592bd6fa2c2d3f483138,2026-06-30,2026-07-07,43.0,80.34146341463416,True,0.6811981981922991,54.72846011818131,78.0,283.0
926e94015de59a2925be5b97,2026-06-30,2026-07-21,66.0,155.2723404255319,True,0.34892509686965084,54.17841642415612,650.0,284.0
caa724b1fa0ddc6e5d8e1a49,2026-06-30,2026-07-15,37.0,126.63600000000001,True,0.42665509644873606,54.02989479388214,465.0,285.0
f08f07c60d5f7c9add2cf964,2026-06-30,2026-07-03,40.0,92.36250000000001,True,0.5848178590190398,54.01523950364607,192.0,286.0
f213a9064843a2eb63aedf33,2026-06-30,2026-07-13,30.0,98.50153846153846,True,0.5477501088707523,53.954228416244284,249.0,287.0
ef44afdd7e898fb2247f3c2b,2026-06-30,2026-07-13,32.0,150.82641509433964,True,0.356885738357947,53.82779651482561,631.0,288.0
54fbb29ef5ce8c90c12f2a04,2026-06-30,2026-07-27,70.0,99.29454545454546,True,0.5412288506356322,53.741072710751176,265.0,289.0
989c00cdfcb320c432e7aabb,2026-06-30,2026-07-06,28.0,95.19875776397515,True,0.5645114769357912,53.74079134779423,219.0,290.0
17ed019a26f924109cf248dd,2026-06-30,2026-07-04,20.0,83.35542857142859,True,0.643239723588273,53.61752283386776,108.0,291.0
f7cf3b9f49fa3b991639425a,2026-06-30,2026-07-08,20.0,146.015625,True,0.3670209917804303,53.59079950293939,611.0,292.0
4a61b16104d83fab9ed27616,2026-06-30,2026-07-10,56.0,88.32857142857144,True,0.6053733535885554,53.471763503400545,160.0,293.0
85955ecbc614192c4f13cc70,2026-06-30,2026-07-13,26.0,170.92799999999997,True,0.3126988571358797,53.44899025252163,752.0,294.0
347e08355cb8d3b853914e4f,2026-06-30,2026-07-14,56.0,104.97096774193548,True,0.5063867667656805,53.15590895910326,315.0,295.0
7784d6c2ccfd488d1ff7266f,2026-06-30,2026-07-22,78.0,174.571875,True,0.3040215195230127,53.07360670348144,770.0,296.0
60390f666045d4171fa0c837,2026-06-30,2026-07-10,26.0,139.05142857142857,True,0.38053407610651474,52.9138069027196,581.0,297.0
eff4812e8fcc4cf4ef579663,2026-06-30,2026-07-07,20.0,117.49714285714288,True,0.4495999498474135,52.82670953578582,412.0,298.0
27d2438e59f6c7cbbc5cfc0e,2026-06-30,2026-07-06,17.0,139.5272727272727,True,0.377811217295704,52.71496875504058,588.0,299.0
f9025618db0d242ae74d85d4,2026-06-30,2026-07-22,74.0,164.07692307692307,True,0.32119672560639045,52.70097043987929,729.0,300.0
c5b543edd8d25dc001a54799,2026-06-30,2026-07-03,20.0,87.83225806451614,True,0.5966963328485502,52.40918629290428,174.0,301.0
11ade613ad60f7dfc5de79a8,2026-06-30,2026-08-04,76.0,177.27022900763362,True,0.29553996755048856,52.39043772858371,792.0,302.0
ef4492cb59b43fb6be1102d1,2026-06-30,2026-07-11,44.0,114.0986842105263,True,0.45485957917670355,51.898879484615584,407.0,303.0
92a6a597ba406c6d52a0ee7b,2026-06-30,2026-07-07,37.0,89.87815384615385,True,0.5749990159671489,51.67985001848248,205.0,304.0
fed3691a2705622dc23d0967,2026-06-30,2026-07-16,39.0,115.80000000000001,True,0.44522936130156154,51.55756003872083,426.0,305.0
bf35f62f8d035a5634d18741,2026-06-30,2026-07-12,48.0,114.80963855421686,True,0.44887320275080067,51.534970164493124,414.0,306.0
a29cef8b691b6ac1dabc077f,2026-06-30,2026-07-09,19.0,199.88400000000001,True,0.25699925971199633,51.370040028272676,886.0,307.0
31c8efc0e8d4c8f7c1af2e22,2026-06-30,2026-07-09,16.0,390.97926421404685,True,0.1311448297163063,51.27490902795791,1050.0,308.0
c956282d22f5b760eef096a7,2026-06-30,2026-07-08,32.0,90.29999999999998,True,0.5635003227721095,50.884079146321476,221.0,309.0
d4572048129ab22d810a00b9,2026-06-30,2026-07-13,40.0,110.98,True,0.4570971311804392,50.72863961840515,399.0,310.0
5cf7a75d6e7b616887fcaf21,2026-06-30,2026-07-10,20.0,215.15625,True,0.2347196942753467,50.501409221430066,920.0,311.0
a9405250b4a6c619257a00a3,2026-06-30,2026-07-08,16.0,217.55769230769232,True,0.23089431549378195,50.23283444579145,928.0,312.0
b5ed8d5fa5ac0d4f88149306,2026-06-30,2026-07-13,27.0,184.54891304347825,True,0.27179542688539515,50.159550601887844,850.0,313.0
bcee3f750a81e7ebdacef8e1,2026-06-30,2026-07-01,52.0,127.51666666666665,True,0.3928993229315478,50.101211995821195,545.0,314.0
b2c06ff2a1c702ca9af7c556,2026-06-30,2026-07-24,58.0,97.28275862068966,True,0.5131895627178711,49.92449635653993,304.0,315.0
b187ce9a86990fa78469689b,2026-06-30,2026-07-14,24.0,280.15,True,0.17798456686142963,49.86237640622951,1021.0,316.0
2c879716fc6dd42dd8f48e08,2026-06-30,2026-07-11,21.0,225.11314285714286,True,0.2211631045584903,49.78672155120465,943.0,317.0
277167a453dc99e587adb1d0,2026-06-30,2026-07-09,56.0,83.91844660194175,True,0.5931485617846028,49.776105909139744,182.0,318.0
dae80f10e0b2b73126893e0c,2026-06-30,2026-07-15,32.0,153.63157894736844,True,0.3234060266210638,49.685378510888704,724.0,319.0
3349eebcf022445482bc965c,2026-06-30,2026-07-13,61.0,73.26990291262136,True,0.67490788380612,49.45043512143715,83.0,320.0
c2c592fad4cfaa53434c3494,2026-06-30,2026-07-07,42.0,79.225,True,0.6222376504601829,49.29677785770799,137.0,321.0
5883a3cfec54fd46141cb47f,2026-06-30,2026-07-14,34.0,114.86896551724136,True,0.4286354188740513,49.23690715011171,459.0,322.0
f6dec443ef48b3ba72be2af3,2026-06-30,2026-07-11,58.0,81.73125,True,0.6001023786449035,49.047117534621265,166.0,323.0
6d25f097cf55ceb5509f8c7c,2026-06-30,2026-07-15,59.0,93.7939393939394,True,0.5228829766317771,49.043254220323526,291.0,324.0
2b2dd64b84570dc3c47d7752,2026-06-30,2026-07-08,46.0,92.87205882352941,True,0.5278366191296854,49.02127354102503,282.0,325.0
1945aa65939e4e27ff5069a3,2026-06-30,2026-07-10,33.0,159.8081632653061,True,0.3059664978112227,48.895944035929794,764.0,326.0
51fbc402458359ef19697840,2026-06-30,2026-07-12,27.0,172.13571428571427,True,0.2838573831967669,48.86199341184918,821.0,327.0
903216242b710a448928d3db,2026-06-30,2026-07-06,29.0,78.9625,True,0.6178802780019982,48.789371451732784,143.0,328.0
8dc2fe53892af468eec39ea3,2026-06-30,2026-07-21,47.0,145.30153846153846,True,0.33562758732848647,48.76720478896343,688.0,329.0
f772a7ddc966242fe9800fab,2026-06-30,2026-07-05,35.0,77.69508196721313,True,0.6259325682231195,48.63188219404349,133.0,330.0
e0a3ed80111252ab5c5a18e4,2026-06-30,2026-07-11,32.0,99.59,True,0.48740042882155676,48.54020870633884,351.0,331.0
a7badca8e0c3d0de6cbd022a,2026-06-30,2026-07-13,45.0,99.40135135135135,True,0.4879338474273679,48.50128380434446,349.0,332.0
6ae3e6be10994358f0ebebcc,2026-06-30,2026-07-14,31.0,153.4,True,0.31549948416338836,48.39762087066377,746.0,333.0
aa05592d2e03ed79146d3e0a,2026-06-30,2026-07-11,38.0,85.61552238805972,True,0.564989902297903,48.371905629213785,218.0,334.0
01fa0a787fdbdb776c5580e0,2026-06-30,2026-07-05,39.0,69.63,True,0.6946667118477872,48.36964314596142,70.0,335.0
37b136152de27ea57ce3ac39,2026-06-30,2026-07-19,38.0,149.59125,True,0.3215288221561088,48.09789841736001,728.0,336.0
2325c9140dc07a4c452bae52,2026-06-30,2026-07-10,23.0,146.12631578947367,True,0.32832276031872204,47.97659535520525,706.0,337.0
788d061cd27e22566c0605e8,2026-06-30,2026-07-18,34.0,105.32631578947368,True,0.45507370408066083,47.93123666348518,406.0,338.0
b7c3bd54f374ee3bd05a4de4,2026-06-30,2026-07-13,34.0,112.03636363636365,True,0.4271175308515501,47.85269500195003,463.0,339.0
79d6e20455726744e054243d,2026-06-30,2026-07-07,14.0,218.96470588235294,True,0.21839906429112924,47.821686877488204,951.0,340.0
c45dbb062bfa5b4bff46316f,2026-06-30,2026-07-11,30.0,98.93076923076923,True,0.48294252734995996,47.777875724983346,360.0,341.0
944c79fee7297b62efd33f7b,2026-06-30,2026-07-12,73.0,107.56030534351146,True,0.4440857602733797,47.76599997371015,427.0,342.0
44ec7043d5bf7c0e30166922,2026-06-30,2026-07-04,50.0,69.85714285714286,True,0.6832530267304563,47.730104295884736,77.0,343.0
3be0248d9392c991fa9b9f36,2026-06-30,2026-07-04,21.0,84.36705882352942,True,0.5639275701416732,47.57691048235255,220.0,344.0
5da108b8ad90dbedeac489cb,2026-06-30,2026-07-07,40.0,67.96051948051947,True,0.6990344956105127,47.50674745649334,63.0,345.0
0a65ad0b642de48957dc3829,2026-06-30,2026-07-05,18.0,115.8896103896104,True,0.40821683257796654,47.30808968194136,507.0,346.0
b58beddbffe0242dd225b56a,2026-06-30,2026-07-06,30.0,67.45876010781672,True,0.6992699983796942,47.17188707128917,62.0,347.0
3d90fde9c789a412489aaa7e,2026-06-30,2026-07-12,26.0,277.3368421052631,True,0.16926534016225148,46.94351491847198,1031.0,348.0
d07d7f8c8c5dd3ca8acdf006,2026-06-30,2026-07-09,29.0,95.61600000000001,True,0.4899598400762494,46.84800006873067,346.0,349.0
66f9212693aa30528f70aeec,2026-06-30,2026-07-23,62.0,106.30967741935484,True,0.4390643020868418,46.67678432120631,437.0,350.0
9f7ecd914d78fcb81ce9ae54,2026-06-30,2026-07-15,41.0,122.39117647058825,True,0.37932616378963946,46.42617545228902,583.0,351.0
0ca37ef3f38978b24fa4f078,2026-06-30,2026-07-11,44.0,91.25526315789473,True,0.5076872079583977,46.32912976414041,313.0,352.0
f125d1b7d0b929d7cadd467f,2026-06-30,2026-07-12,24.0,128.61899999999997,True,0.360057605653298,46.31024918152152,625.0,353.0
97ebdf244b135c266e1099b3,2026-06-30,2026-07-08,29.0,85.15384615384615,True,0.5438218467318333,46.308521871703036,261.0,354.0
db37ea12675bfe6b552322e5,2026-06-30,2026-07-18,44.0,100.61506849315069,True,0.4600814237280565,46.291123960824685,397.0,355.0
57d4b1095439d09796931ccc,2026-06-30,2026-07-27,55.0,103.5586956521739,True,0.4455172333601935,46.13718357734681,425.0,356.0
6230ce3a069e37c87c1863cf,2026-06-30,2026-07-10,21.0,208.54431818181817,True,0.22037688799710708,45.958347850387604,945.0,357.0
3f0754891b698e31033baa03,2026-06-30,2026-07-06,36.0,73.23157894736842,True,0.6271256126365378,45.9253988117094,132.0,358.0
d562d8eed9ad43b5e186b46c,2026-06-30,2026-07-06,12.0,197.08872180451127,True,0.23258335671478042,45.83955648791876,925.0,359.0
6ed557c4b5e7abe0c146169b,2026-06-30,2026-07-09,41.0,73.59599999999999,True,0.6225395246408805,45.81641885547023,136.0,360.0
240f5c8d5e5a823923682928,2026-06-30,2026-07-07,42.0,71.93835616438356,True,0.6365287602396417,45.790832662992855,118.0,361.0
290ef6eb9bafb3006aa4067e,2026-06-30,2026-07-09,29.0,134.18571428571428,True,0.34104964586403025,45.7639903371548,671.0,362.0
44172cfe45f129a2a28b7db7,2026-06-30,2026-07-28,66.0,103.2,True,0.44287588344701445,45.70479117173189,430.0,363.0
6e0b3b815d3b0b82bbaf9d3e,2026-06-30,2026-07-10,37.0,82.13294117647058,True,0.5531241853666352,45.42971618000106,236.0,364.0
2e7da7cc004d860a050ebb37,2026-06-30,2026-07-12,27.0,146.2918604651163,True,0.3100350982574323,45.3556113335649,756.0,365.0
252639df7254dede0f160590,2026-06-30,2026-07-04,22.0,73.81153846153845,True,0.6134346914392206,45.278558320808,149.0,366.0
6f6d1413df8c54c2914157fb,2026-06-30,2026-07-08,17.0,138.13516483516486,True,0.32686725086644886,45.151861577654095,709.0,367.0
93a69924359cc5f267b52afb,2026-06-30,2026-07-15,42.0,94.40228571428572,True,0.47673119780299694,45.00451474391218,369.0,368.0
c1e9b43832285eb4f9727991,2026-06-30,2026-07-27,55.0,143.71935483870968,True,0.312760280488613,44.94970573099734,751.0,369.0
02e2c2c4194f5487adf1e4b8,2026-06-30,2026-07-26,68.0,122.85128205128207,True,0.365487526574581,44.9006112134393,615.0,370.0
5d82a4940b2ee78db2588873,2026-06-30,2026-07-14,29.0,137.214,True,0.32719518729596747,44.89576042962888,708.0,371.0
4491233a7553ce4d452f142d,2026-06-30,2026-07-26,57.0,76.37938144329897,True,0.5808850004356512,44.36763702296549,196.0,372.0
c3631395080f06d5a233029e,2026-06-30,2026-07-03,69.0,101.37413793103448,True,0.43665952796389584,44.265983216712385,441.0,373.0
9b5424fc9c2f2fbcf7e612aa,2026-06-30,2026-07-01,44.0,62.064705882352946,True,0.7117710675011092,44.175861960024726,50.0,374.0
69341e9a9e9060c3bf05aed5,2026-06-30,2026-07-18,58.0,113.31958762886597,True,0.3889789316551349,44.07893213147673,554.0,375.0
022da4f2f7c7cfefbd1d0195,2026-06-30,2026-07-15,67.0,124.04482758620689,True,0.3550630292394448,44.04373224424327,635.0,376.0
dafa73df6f322d4dc24bf2bd,2026-06-30,2026-07-25,47.0,105.13199999999999,True,0.41726923670091604,43.8683493928407,485.0,377.0
77ce4df10f4f3ff94cdd2e56,2026-06-30,2026-07-17,38.0,85.18235294117646,True,0.5147537696278058,43.8479372822368,301.0,378.0
2a5db8bb3146b681ab3930e3,2026-06-30,2026-07-15,35.0,78.83368421052633,True,0.5547893906504753,43.7360916258899,230.0,379.0
0282785d7e3ede9469f6738f,2026-06-30,2026-07-03,26.0,68.11295681063123,True,0.6401398893775951,43.601820637938395,114.0,380.0
cafc226335dcc756b9a3998b,2026-06-30,2026-07-13,34.0,84.9864406779661,True,0.5120108599097234,43.51398057219212,306.0,381.0
9a3756a8f0a5a504aa54f074,2026-06-30,2026-07-07,14.0,164.88701298701295,True,0.2630814724652941,43.37871816702744,879.0,382.0
afbec77c65e606104f6a9cc5,2026-06-30,2026-07-02,32.0,52.62,True,0.8205081765163944,43.17514024829267,5.0,383.0
cd5a1875c85d60d2eacb5f97,2026-06-30,2026-07-20,53.0,112.79325842696629,True,0.3807350227163115,42.944343809437804,579.0,384.0
e7c0883a1a0b615cfcaac178,2026-06-30,2026-07-07,26.0,107.87441860465117,True,0.39780844238963015,42.91335443880322,529.0,385.0
b0098236acce3f8541c49d08,2026-06-30,2026-07-14,40.0,101.43870967741935,True,0.4227119734291808,42.87935714985168,474.0,386.0
f72a1d7dfe520e5482b4244e,2026-06-30,2026-07-01,54.0,53.324999999999996,True,0.8027745086070994,42.80795067147357,12.0,387.0
7474e35a448bd9422c51fc7d,2026-06-30,2026-07-03,23.0,55.93469387755103,True,0.7620626278836165,42.625739806192165,24.0,388.0
b957914474c4175d8841a91a,2026-06-30,2026-07-06,14.0,118.14230769230768,True,0.36077803843422473,42.62315002532338,623.0,389.0
31c867aa281e91d946b81578,2026-06-30,2026-07-08,22.0,89.97894736842105,True,0.4736432404438067,42.61792020330168,374.0,390.0
24df47c085152061807e1074,2026-06-30,2026-07-06,15.0,140.77500000000003,True,0.3022879901878418,42.55459181869344,779.0,391.0
2e3d0783b2fdb3e72fb1d865,2026-06-30,2026-07-25,54.0,126.02093023255816,True,0.33753182309897567,42.53607433002418,683.0,392.0
03534dcbe000eac103a44318,2026-06-30,2026-07-28,54.0,115.98352941176469,True,0.36616608613609997,42.469235020957115,612.0,393.0
38105523ba9e34caf77989b7,2026-06-30,2026-08-13,78.0,120.77000000000001,True,0.350541965108917,42.33495312620391,644.0,394.0
da666ec2c74fd5cfb7afe19b,2026-06-30,2026-07-07,16.0,169.528125,True,0.24960197811725174,42.31455534650871,897.0,395.0
4982a3415d2fa58295397f4f,2026-06-30,2026-07-23,68.0,132.39642857142857,True,0.3163922115273659,41.88919883403922,743.0,396.0
142cc6e60a34b4658894f3fe,2026-06-30,2026-07-05,44.0,62.07882352941178,True,0.6738159142301456,41.829699230802476,85.0,397.0
53f3b98d9c4a19bd767643d7,2026-06-30,2026-07-18,33.0,135.53854447439355,True,0.30567871104077254,41.431247571275044,766.0,398.0
c4efc0c4e5b678741f48a918,2026-06-30,2026-07-04,24.0,56.271428571428565,True,0.7355471518154979,41.39028901430351,37.0,399.0
de52ccb4796291dd473b52d0,2026-06-30,2026-07-11,35.0,83.27172413793103,True,0.4969238434645197,41.37970521053791,332.0,400.0
